area_type,availability,location,bath,balcony,price,total_sqft,bhk
Built-up  Area,Ready To Move,Bannerghatta Road,2.0,3.0,53.0,1206.0,2.0
Super built-up  Area,Ready To Move,Kambipura,2.0,1.0,49.0,883.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,2.0,55.0,1150.0,2.0
Carpet  Area,Ready To Move,Dinnur,2.0,2.0,65.0,1100.0,2.0
Super built-up  Area,Ready To Move,Banashankari Stage II,2.0,1.0,125.0,1245.0,2.0
Built-up  Area,Ready To Move,Cooke Town,3.0,3.0,110.0,1850.0,3.0
Built-up  Area,18-Mar,Hoodi,4.0,1.0,220.0,3385.0,4.0
Super built-up  Area,Ready To Move,Sompura,3.0,2.0,85.0,2150.0,4.0
Super built-up  Area,Ready To Move,Hebbal,3.0,1.0,390.0,3895.0,3.0
Super built-up  Area,17-Sep,Lingarajapuram,2.0,2.0,55.0,1035.0,2.0
Super built-up  Area,Ready To Move,Nandini Layout,3.0,2.0,72.0,600.0,2.0
Super built-up  Area,Ready To Move,Zuzuvadi,3.0,3.0,75.0,1200.0,3.0
Super built-up  Area,Ready To Move,Hennur Road,2.0,1.0,69.18,1155.0,2.0
Plot  Area,Ready To Move,BCC Layout,6.0,2.0,235.0,1200.0,7.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1.0,0.0,30.12,755.0,1.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,2.0,2.0,35.0,960.0,2.0
Super built-up  Area,Ready To Move,Harsha Layout,1.0,1.0,20.0,450.0,1.0
Super built-up  Area,Ready To Move,Infantry Road,5.0,2.0,680.0,4000.0,5.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,3.0,53.12,1571.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2.0,119.0,1691.0,3.0
Super built-up  Area,19-Dec,Kanakapura,2.0,1.0,70.0,1489.0,3.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,1.0,32.0,800.0,2.0
Built-up  Area,Ready To Move,Jalahalli,2.0,2.0,60.0,980.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1.0,65.0,1215.0,2.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2.0,1.0,26.5,911.0,2.0
Super built-up  Area,Ready To Move,Bellandur,3.0,2.0,90.0,1535.0,3.0
Plot  Area,Ready To Move,5th Block Hbr Layout,5.0,2.0,205.0,1200.0,5.0
Super built-up  Area,Ready To Move,R.T. Nagar,2.0,1.0,70.0,1500.0,3.0
Built-up  Area,Ready To Move,Brookefield,2.0,3.0,58.0,1588.0,2.0
Plot  Area,Ready To Move,Horamavu Banaswadi,4.0,2.0,68.0,675.0,4.0
Built-up  Area,17-Sep,Kannamangala,2.0,2.0,56.0,957.0,2.0
Built-up  Area,18-Aug,Electronic City Phase II,2.0,1.0,34.65,1200.0,2.0
Super built-up  Area,Ready To Move,Kanakapura main  Road,2.0,2.0,52.33,1495.0,3.0
Built-up  Area,Ready To Move,Bisuvanahalli,2.0,0.0,34.0,845.0,2.0
Built-up  Area,Ready To Move,Padmanabhanagar,4.0,2.0,350.0,3000.0,4.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,1.0,180.0,2206.0,3.0
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1.0,61.0,1181.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,3.0,69.5,1309.0,2.0
Built-up  Area,Ready To Move,Horamavu Agara,3.0,3.0,63.0,1400.0,3.0
Plot  Area,Ready To Move,B Channasandra,5.0,1.0,450.0,1650.0,5.0
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,95.0,1622.0,3.0
Super built-up  Area,18-Apr,CV Raman Nagar,2.0,2.0,48.0,1225.0,2.0
Super built-up  Area,Ready To Move,Jakkur Plantation,3.0,3.0,95.0,1719.0,3.0
Super built-up  Area,Ready To Move,Abbigere,2.0,1.0,40.8,995.0,2.0
Super built-up  Area,Ready To Move,Mahadevpura,2.0,2.0,53.0,1120.0,2.0
Super built-up  Area,Ready To Move,Bellandur,2.0,1.0,75.0,1047.0,2.0
Super built-up  Area,18-Apr,Devanahalli,3.0,3.0,59.96,1466.0,3.0
Super built-up  Area,18-Dec,Sarjapur  Road,3.0,2.0,100.0,1691.0,3.0
Super built-up  Area,20-Dec,Chandapura,2.0,2.0,28.47,876.0,2.0
Super built-up  Area,18-May,CV Raman Nagar,3.0,1.0,135.0,1659.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,105.0,1270.0,2.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2.0,3.0,50.75,1269.0,3.0
Super built-up  Area,Ready To Move,Kammanahalli,3.0,2.0,80.0,1200.0,2.0
Super built-up  Area,Ready To Move,Budigere,2.0,2.0,56.5,1153.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,69.5,1315.0,2.0
Plot  Area,Ready To Move,Hebbal Kempapura,4.0,2.0,198.0,2485.0,4.0
Super built-up  Area,Ready To Move,Tumkur Road,3.0,1.0,85.86,1354.0,3.0
Plot  Area,Ready To Move,Whitefield,3.0,1.0,130.0,1344.0,4.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,55.0,1180.0,2.0
Super built-up  Area,18-Apr,Jalahalli,2.0,2.0,68.0,1313.0,2.0
Super built-up  Area,Ready To Move,Nehru Nagar,2.0,2.0,50.0,1100.0,2.0
Plot  Area,Ready To Move,Nagarbhavi,4.0,1.0,78.0,600.0,4.0
Built-up  Area,Ready To Move,Basaveshwara Nagar,3.0,0.0,190.0,1200.0,3.0
Plot  Area,Ready To Move,Srinagar,3.0,3.0,78.0,625.0,6.0
Super built-up  Area,Ready To Move,Vishwapriya Layout,2.0,3.0,37.0,890.0,2.0
Super built-up  Area,20-Dec,Whitefield,2.0,1.0,78.2,1173.0,2.0
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,2.0,1.0,55.0,1190.0,2.0
Built-up  Area,Ready To Move,Green Glen Layout,2.0,0.0,75.0,1250.0,2.0
Super built-up  Area,19-Dec,Hoodi,3.0,3.0,80.51,1644.0,3.0
Plot  Area,Ready To Move,Yelahanka New Town,3.0,2.0,150.0,1740.0,3.0
Super built-up  Area,Ready To Move,Jakkur,3.0,2.0,110.0,1710.0,3.0
Plot  Area,Ready To Move,5th Phase JP Nagar,4.0,2.0,130.0,1000.0,4.0
Super built-up  Area,18-Feb,Hebbal,3.0,2.0,155.0,1662.0,3.0
Super built-up  Area,Ready To Move,Virupakshapura,2.0,1.0,48.0,1162.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2.0,3.0,85.0,1362.0,2.0
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1.0,1.0,22.5,540.0,1.0
Super built-up  Area,18-Nov,Thanisandra,3.0,0.0,75.885,1533.0,3.0
Plot  Area,Ready To Move,Masjid e Alkareem,4.0,1.0,62.0,900.0,5.0
Plot  Area,Ready To Move,Sarjapur  Road,4.0,2.0,135.0,1250.0,4.0
Super built-up  Area,Ready To Move,Begur Road,2.0,3.0,54.99,1410.0,3.0
Plot  Area,Ready To Move,Chikka Tirupathi,5.0,3.0,125.0,2665.0,4.0
Built-up  Area,Ready To Move,Singapura Village,2.0,0.0,45.0,970.0,2.0
Built-up  Area,Ready To Move,Kavika Layout,6.0,3.0,101.0,1799.0,6.0
Plot  Area,Ready To Move,8th Block Jayanagar,6.0,1.0,300.0,1500.0,6.0
Plot  Area,Ready To Move,Uttarahalli,4.0,3.0,155.0,1200.0,4.0
Super built-up  Area,18-Dec,Haralur Road,3.0,2.0,97.83,1810.0,3.0
Super built-up  Area,Ready To Move,Sathya Layout,2.0,1.0,51.0,1084.0,2.0
Super built-up  Area,Ready To Move,Doddabanahalli,3.0,2.0,85.0,1500.0,3.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,56.0,1328.0,3.0
Built-up  Area,Ready To Move,Marathahalli,2.0,2.0,90.0,1485.0,3.0
Super built-up  Area,Ready To Move,Pai Layout,2.0,2.0,58.0,1500.0,3.0
Super built-up  Area,Ready To Move,R.T. Nagar,2.0,2.0,85.0,1100.0,2.0
Super built-up  Area,Ready To Move,Seetharampalya,2.0,2.0,73.0,1360.0,3.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2.0,1.0,75.0,900.0,2.0
Plot  Area,Ready To Move,SMV layout,3.0,3.0,86.0,600.0,3.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2.0,1.0,54.48,1031.0,2.0
Super built-up  Area,20-Aug,Whitefield,2.0,0.0,38.19,955.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,36.4,1040.0,2.0
Built-up  Area,Ready To Move,KR Puram,6.0,1.0,110.0,2800.0,7.0
Super built-up  Area,Ready To Move,Kothannur,2.0,1.0,56.15,1404.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,46.0,1200.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,3.0,1.0,78.0,1267.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,3.0,110.0,1510.0,3.0
Super built-up  Area,21-Sep,Kanakpura Road,2.0,1.0,42.0,900.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,105.0,1457.0,3.0
Super built-up  Area,Ready To Move,Iblur Village,4.0,2.0,268.0,3596.0,4.0
Super built-up  Area,19-Mar,8th Phase JP Nagar,3.0,2.0,80.0,1408.0,3.0
Built-up  Area,Ready To Move,Dodda Nekkundi,2.0,2.0,45.0,1005.0,2.0
Plot  Area,Ready To Move,Dodsworth Layout,4.0,2.0,1824.0,30400.0,6.0
Built-up  Area,Ready To Move,Electronic City Phase II,1.0,1.0,28.0,545.0,2.0
Built-up  Area,Ready To Move,"Sarjapur Road, ",2.0,1.0,64.0,1182.0,2.0
Super built-up  Area,18-May,Talaghattapura,3.0,0.0,122.0,2038.5,3.0
Built-up  Area,Ready To Move,Sarjapur  Road,2.0,0.0,80.0,1367.0,2.0
Plot  Area,Ready To Move,BTM 1st Stage,4.0,2.0,200.0,1200.0,5.0
Built-up  Area,Ready To Move,Judicial Layout,4.0,3.0,199.0,1100.0,5.0
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,2.0,78.0,1565.0,3.0
Super built-up  Area,18-Feb,Whitefield,3.0,2.0,128.0,1720.0,3.0
Built-up  Area,Ready To Move,Doddathoguru,2.0,3.0,44.0,1107.0,2.0
Super built-up  Area,20-Jan,Yelahanka,2.0,1.0,78.19,1360.0,2.0
Super built-up  Area,18-Jan,Anekal,1.0,1.0,25.0,625.0,2.0
Super built-up  Area,Ready To Move,Jalahalli,2.0,2.0,145.0,1701.0,2.0
Plot  Area,Ready To Move,Agrahara Dasarahalli,1.0,0.0,120.0,1350.0,3.0
Super built-up  Area,Ready To Move,Hosa Road,2.0,1.0,39.95,1016.0,2.0
Super built-up  Area,Ready To Move,KEB Colony,3.0,1.0,90.0,1500.0,3.0
Built-up  Area,Ready To Move,Akshaya Nagar,2.0,1.0,45.0,900.0,2.0
Super built-up  Area,Ready To Move,Sanjay nagar,3.0,1.0,150.0,1500.0,3.0
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,2.0,1.0,285.0,2292.0,3.0
Carpet  Area,Ready To Move,Kereguddadahalli,3.0,1.0,42.0,1280.0,3.0
Plot  Area,Ready To Move,Sri Balaji Krupa Layout,4.0,2.0,263.0,1750.0,4.0
Super built-up  Area,Ready To Move,Electronic City,2.0,1.0,70.0,1500.0,3.0
Super built-up  Area,Ready To Move,Electronic City,2.0,1.0,64.5,1500.0,3.0
Super built-up  Area,Ready To Move,Gottigere,2.0,2.0,59.0,1245.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,44.0,1025.0,2.0
Super built-up  Area,Ready To Move,Hennur Gardens,3.0,2.0,135.0,1945.0,3.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,3.0,245.0,1640.0,3.0
Built-up  Area,Ready To Move,Hegde Nagar,2.0,2.0,80.5,1348.0,3.0
Super built-up  Area,Ready To Move,Tindlu,2.0,2.0,55.0,1100.0,2.0
Super built-up  Area,Ready To Move,Kammasandra,3.0,3.0,40.0,1616.0,3.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3.0,3.0,135.0,1855.0,3.0
Super built-up  Area,Ready To Move,Hennur,2.0,2.0,56.5,1255.0,2.0
Plot  Area,Ready To Move,HAL 2nd Stage,4.0,1.0,500.0,2040.0,5.0
Plot  Area,Ready To Move,5th Phase JP Nagar,4.0,1.0,228.0,2400.0,4.0
Super built-up  Area,Ready To Move,Kothanur,2.0,2.0,59.0,1195.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1.0,35.0,1022.0,2.0
Plot  Area,Ready To Move,Hegde Nagar,6.0,0.0,98.0,760.0,6.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,2.0,2.0,52.0,1264.0,2.0
Super built-up  Area,Ready To Move,Chamrajpet,3.0,2.0,115.0,1650.0,3.0
Super built-up  Area,Ready To Move,Abbigere,2.0,1.0,40.8,1020.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,2.0,242.0,4395.0,4.0
Built-up  Area,Ready To Move,Bommasandra,2.0,1.0,25.0,950.0,2.0
Super built-up  Area,18-Jul,Shantiniketan Layout,5.0,3.0,142.0,2710.0,4.0
Super built-up  Area,Ready To Move,Hennur Road,3.0,1.0,131.0,1936.0,3.0
Super built-up  Area,Ready To Move,Ramanashree Enclave,2.0,2.0,58.0,1075.0,2.0
Super built-up  Area,18-Apr,Hosur Road,2.0,1.0,93.0,1223.0,2.0
Plot  Area,18-Dec,Whitefield,3.0,1.0,61.9,1500.0,3.0
Built-up  Area,Ready To Move,Hennur,2.0,2.0,42.73,1050.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,2.0,190.0,2100.0,3.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4.0,2.0,240.0,1200.0,5.0
Built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,130.0,1650.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,78.0,1495.0,2.0
Super built-up  Area,Ready To Move,JP Nagar,2.0,3.0,82.0,1500.0,3.0
Super built-up  Area,21-Jul,Koramangala,3.0,2.0,260.0,1605.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,52.0,1270.0,2.0
Super built-up  Area,Ready To Move,Kumaraswami Layout,2.0,3.0,60.0,1081.0,2.0
Super built-up  Area,Ready To Move,Koramangala,2.0,0.0,140.0,1600.0,3.0
Super built-up  Area,19-Jul,Kanakpura Road,3.0,1.0,118.0,1596.0,3.0
Plot  Area,Ready To Move,Vasanthpura,6.0,2.0,65.0,600.0,6.0
Super built-up  Area,Ready To Move,Horamavu Agara,3.0,1.0,70.0,1557.0,3.0
Built-up  Area,Ready To Move,Devi Nagar,3.0,3.0,68.0,1410.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,1.0,148.0,1984.0,3.0
Super built-up  Area,Ready To Move,Kadugodi,2.0,3.0,60.0,1196.0,2.0
Super built-up  Area,21-Dec,Thanisandra,3.0,2.0,112.0,2259.0,4.0
Super built-up  Area,Ready To Move,Kenchenahalli,3.0,2.0,100.0,1720.0,3.0
Plot  Area,Ready To Move,8th Phase JP Nagar,5.0,2.0,99.0,600.0,4.0
Built-up  Area,Ready To Move,Nagaraja Garden,2.0,1.0,62.8,1256.0,2.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,46.0,1243.0,2.0
Super built-up  Area,18-May,Electronic City Phase II,2.0,1.0,37.83,1310.0,3.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1.0,57.0,1140.0,2.0
Super built-up  Area,Ready To Move,Cooke Town,3.0,2.0,260.0,1600.0,3.0
Super built-up  Area,Ready To Move,Kothanur,3.0,2.0,120.0,1790.0,3.0
Super built-up  Area,Ready To Move,Harlur,2.0,0.0,72.76,1335.0,2.0
Super built-up  Area,Ready To Move,Nehru Nagar,3.0,2.0,81.0,1674.0,3.0
Plot  Area,Ready To Move,CV Raman Nagar,2.0,1.0,100.0,1200.0,5.0
Super built-up  Area,Ready To Move,Kenchenhalli,3.0,2.0,79.99,1786.0,3.0
Plot  Area,Ready To Move,Vidyaranyapura,3.0,2.0,65.25,770.0,4.0
Super built-up  Area,18-Dec,Sarjapur  Road,2.0,1.0,47.0,1035.0,2.0
Super built-up  Area,19-Dec,Whitefield,3.0,1.0,103.0,1564.0,3.0
Super built-up  Area,18-Mar,Margondanahalli,2.0,1.0,67.76,1334.0,2.0
Plot  Area,Ready To Move,Defence Colony,13.0,2.0,3600.0,7150.0,10.0
Super built-up  Area,18-May,Bommasandra,3.0,1.0,53.96,1365.0,3.0
Super built-up  Area,Ready To Move,Choodasandra,2.0,1.0,50.0,1115.0,2.0
Super built-up  Area,Ready To Move,Jalahalli East,2.0,1.0,42.48,1020.0,2.0
Super built-up  Area,Ready To Move,BCMC Layout,2.0,3.0,72.0,1369.0,3.0
Super built-up  Area,18-Aug,Whitefield,2.0,2.0,41.0,1240.0,2.0
Plot  Area,Ready To Move,Nagarbhavi,3.0,2.0,100.0,600.0,4.0
Super built-up  Area,Ready To Move,Gollahalli,2.0,1.0,62.0,1418.0,2.0
Built-up  Area,Ready To Move,Hebbal,3.0,2.0,219.0,2250.0,3.0
Super built-up  Area,Ready To Move,Shivaji Nagar,1.0,1.0,20.0,500.0,2.0
Super built-up  Area,Ready To Move,KR Puram,2.0,2.0,39.0,1020.0,2.0
Built-up  Area,Ready To Move,Yelahanka New Town,2.0,2.0,70.0,1290.0,2.0
Plot  Area,Ready To Move,Attibele,3.0,2.0,90.0,1500.0,3.0
Super built-up  Area,Ready To Move,Billekahalli,3.0,3.0,62.0,1290.0,3.0
Super built-up  Area,Ready To Move,Jalahalli,3.0,2.0,115.0,1881.0,3.0
Super built-up  Area,Ready To Move,Jigani,2.0,2.0,49.5,943.0,2.0
Built-up  Area,18-Dec,Electronic City,2.0,1.0,32.93,1140.0,2.0
Super built-up  Area,Ready To Move,Nayandanahalli,2.0,2.0,60.0,1035.0,2.0
Plot  Area,18-Dec,Whitefield,3.0,1.0,71.0,1500.0,3.0
Super built-up  Area,Ready To Move,Sindhi Colony,7.0,2.0,988.0,5665.84,5.0
Super built-up  Area,18-Apr,Nanjappa Layout,2.0,1.0,94.28,1232.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,56.12,1290.0,3.0
Super built-up  Area,Ready To Move,Malleshwaram,4.0,2.0,306.0,2610.0,4.0
Super built-up  Area,Ready To Move,Anandapura,3.0,2.0,58.7,1576.0,3.0
Super built-up  Area,Ready To Move,Chinnapanahalli,2.0,1.0,41.0,980.0,2.0
Super built-up  Area,Ready To Move,Hebbal,6.0,1.0,440.0,4000.0,4.0
Super built-up  Area,18-Jun,Sarjapur  Road,2.0,1.0,74.03,1346.0,2.0
Super built-up  Area,Ready To Move,Hoodi,2.0,2.0,55.0,1181.0,2.0
Super built-up  Area,Ready To Move,Sathya Sai Layout,6.0,1.0,660.0,6652.0,4.0
Super built-up  Area,Ready To Move,Maragondanahalli,2.0,2.0,59.0,1307.0,2.0
Super built-up  Area,18-May,Roopena Agrahara,2.0,2.0,49.86,1215.0,3.0
Super built-up  Area,Ready To Move,Sanjay nagar,2.0,3.0,80.0,1180.0,2.0
Built-up  Area,Ready To Move,Amruthahalli,1.0,1.0,55.0,600.0,1.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,50.0,1115.0,2.0
Super built-up  Area,Ready To Move,Kanakapur main road,2.0,2.0,43.04,1025.0,2.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3.0,2.0,131.0,1910.0,3.0
Super built-up  Area,Ready To Move,Gottigere,2.0,2.0,50.0,1200.0,2.0
Built-up  Area,19-Dec,Church Street,4.0,3.0,536.0,2920.0,4.0
Super built-up  Area,Ready To Move,Hebbal,2.0,1.0,98.0,1349.0,2.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2.0,1.0,60.0,1175.0,2.0
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2.0,1.0,40.25,1150.0,2.0
Super built-up  Area,20-Dec,Old Madras Road,2.0,1.0,32.72,935.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,59.0,1404.0,3.0
Built-up  Area,Ready To Move,BCC Layout,3.0,2.0,230.0,2700.0,4.0
Built-up  Area,Ready To Move,HSR Layout,2.0,2.0,60.0,1203.0,2.0
Plot  Area,Ready To Move,Nagavara,3.0,1.0,35.0,440.0,3.0
Super built-up  Area,Ready To Move,Somasundara Palya,3.0,3.0,63.0,1571.0,3.0
Super built-up  Area,Ready To Move,Mariyannapalya,2.0,2.0,46.0,1125.0,2.0
Super built-up  Area,18-Apr,Kammasandra,1.0,1.0,18.5,610.0,1.0
Super built-up  Area,Ready To Move,Ambalipura,2.0,2.0,80.0,1198.0,2.0
Plot  Area,Ready To Move,Chandapura,3.0,2.0,65.0,1200.0,3.0
Super built-up  Area,Ready To Move,Nobo Nagar,2.0,2.0,45.0,1200.0,2.0
Plot  Area,Ready To Move,Sathya Sai Layout,6.0,1.0,700.0,6688.0,4.0
Super built-up  Area,Ready To Move,Crimson Layout,3.0,2.0,95.0,1830.0,3.0
Super built-up  Area,19-Sep,Kudlu Gate,2.0,2.0,61.11,1432.0,3.0
Built-up  Area,Ready To Move,Somasundara Palya,2.0,0.0,70.0,2300.0,3.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2.0,2.0,69.0,1331.95,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3.0,3.0,160.0,1876.0,3.0
Super built-up  Area,18-Dec,Whitefield,3.0,2.0,107.0,1639.0,3.0
Plot  Area,Ready To Move,Akshaya Nagar,4.0,2.0,125.0,1200.0,4.0
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,74.9,1665.0,3.0
Super built-up  Area,Ready To Move,Kogilu,2.0,2.0,50.66,1140.0,2.0
Super built-up  Area,21-Dec,Electronic City,4.0,2.0,134.0,2093.0,4.0
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,60.9,1450.0,3.0
Super built-up  Area,18-May,TC Palaya,3.0,3.0,46.56,1330.0,3.0
Plot  Area,Ready To Move,1st Block Koramangala,5.0,1.0,350.0,1200.0,4.0
Built-up  Area,18-Dec,Talaghattapura,3.0,1.0,84.0,1800.0,3.0
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",4.0,3.0,183.0,2872.0,4.0
Super built-up  Area,Ready To Move,Kumarapalli,2.0,2.0,65.0,1486.0,3.0
Built-up  Area,Ready To Move,Chikkalasandra,1.0,0.0,54.0,1425.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,2.0,42.54,1255.0,2.0
Built-up  Area,Ready To Move,Electronic City,2.0,1.0,19.5,750.0,2.0
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,3.0,58.0,1225.0,2.0
Super built-up  Area,20-Jan,Badavala Nagar,2.0,1.0,90.0,1274.0,2.0
Built-up  Area,Ready To Move,Medahalli,9.0,2.0,150.0,4600.0,9.0
Super built-up  Area,Ready To Move,Kathriguppe,3.0,2.0,80.99,1350.0,3.0
Super built-up  Area,19-Jun,Mallathahalli,2.0,2.0,64.08,1100.0,2.0
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,139.0,1760.0,3.0
Plot  Area,18-Jul,Bommasandra,3.0,2.0,110.0,1200.0,3.0
Super built-up  Area,Ready To Move,Basavanapura,5.0,3.0,65.0,1800.0,7.0
Super built-up  Area,Ready To Move,Chandapura,2.0,2.0,28.0,1095.0,3.0
Super built-up  Area,Ready To Move,HSR Layout,2.0,2.0,46.0,1140.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,3.0,64.86,1530.0,3.0
Super built-up  Area,18-Feb,Kundalahalli,3.0,3.0,140.0,1724.0,3.0
Super built-up  Area,18-Mar,Horamavu Agara,2.0,2.0,47.0,1058.0,2.0
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3.0,2.0,56.0,1464.0,3.0
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3.0,3.0,90.0,1975.0,3.0
Super built-up  Area,18-Nov,Sarjapur  Road,2.0,1.0,58.0,1112.0,2.0
Built-up  Area,Ready To Move,Doddabommasandra,2.0,1.0,90.0,1600.0,2.0
Super built-up  Area,Ready To Move,Vittasandra,3.0,2.0,85.0,1648.0,3.0
Super built-up  Area,18-May,Puttanahalli,2.0,2.0,32.0,1100.0,2.0
Super built-up  Area,18-Nov,Hoskote,1.0,1.0,23.0,509.0,1.0
Super built-up  Area,21-Dec,Talaghattapura,3.0,3.0,159.0,2265.0,3.0
Super built-up  Area,Ready To Move,Malleshpalya,2.0,2.0,46.0,1200.0,2.0
Super built-up  Area,Ready To Move,Makali,1.0,1.0,18.0,530.0,1.0
Built-up  Area,Ready To Move,Green View Layout,2.0,1.0,41.0,1010.0,2.0
Built-up  Area,Ready To Move,Kaggadasapura,2.0,2.0,45.0,1150.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,75.0,1340.0,2.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,1.0,98.0,1850.0,3.0
Built-up  Area,Ready To Move,Doddathoguru,2.0,1.0,40.0,907.0,2.0
Plot  Area,Ready To Move,Benson Town,2.0,0.0,280.0,1688.0,2.0
Plot  Area,Ready To Move,Ulsoor,2.0,1.0,130.0,1160.0,2.0
Super built-up  Area,Ready To Move,Pai Layout,2.0,1.0,65.0,1600.0,3.0
Plot  Area,Ready To Move,Prasanna layout Herohalli,5.0,1.0,140.0,1800.0,6.0
Super built-up  Area,Ready To Move,Iblur Village,5.0,1.0,251.0,3596.0,4.0
Super built-up  Area,Ready To Move,Hosur Road,3.0,2.0,56.0,1464.0,3.0
Super built-up  Area,Ready To Move,Hennur,2.0,1.0,62.0,1295.0,2.0
Super built-up  Area,Ready To Move,Kodbisanhalli,2.0,1.0,62.0,1012.0,2.0
Super built-up  Area,Ready To Move,Yelahanka New Town,2.0,1.0,48.0,1000.0,3.0
Super built-up  Area,Ready To Move,Channasandra,2.0,1.0,32.0,1010.0,2.0
Super built-up  Area,Ready To Move,Bharathi Nagar,2.0,1.0,85.0,1379.0,2.0
Built-up  Area,18-May,Kasavanhalli,2.0,2.0,75.0,1121.0,2.0
Built-up  Area,Ready To Move,LB Shastri Nagar,2.0,1.0,75.0,1200.0,2.0
Super built-up  Area,Ready To Move,Sarakki Nagar,6.0,3.0,349.0,3124.0,4.0
Super built-up  Area,18-Sep,Bannerghatta Road,2.0,2.0,47.35,1246.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,2.0,90.0,1420.0,3.0
Carpet  Area,Ready To Move,Shivaji Nagar,1.0,1.0,65.0,600.0,2.0
Super built-up  Area,Ready To Move,Hadosiddapura,2.0,2.0,55.0,1090.0,2.0
Super built-up  Area,18-Apr,Electronic City,2.0,1.0,73.0,1355.0,2.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2.0,1.0,94.0,1425.0,2.0
Built-up  Area,Ready To Move,Chikkabanavar,7.0,0.0,110.0,4000.0,8.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3.0,2.0,111.0,1700.0,3.0
Super built-up  Area,21-Dec,Talaghattapura,3.0,2.0,134.0,2099.0,3.0
Plot  Area,18-Apr,Yelahanka,5.0,0.0,210.0,1330.0,5.0
